0.1,3000,300
0.11,10000,1100
0.12,10000,1200
0.13,10000,1300
0.14,10000,1400
0.15,10000,1500
0.16,10000,1600
0.17,10000,1700
0.18,10000,1800
0.19,10000,1900
0.2,10000,2000
0.21,10000,2100
0.22,10000,2200
0.23,10000,2300
0.24,10000,2400
0.25,10000,2500
0.26,10000,2600
0.27,10000,2700
0.28,10000,2800
0.29,10000,2900
0.3,10000,3000
0.31,5000,1550
0.32,5000,1600
0.33,5000,1650
0.34,5000,1700
0.35,5000,1750
0.36,5000,1800
0.37,5000,1850
0.38,5000,1900
0.39,5000,1950
0.4,5000,2000
0.41,5000,2050
0.42,5000,2100
0.43,5000,2150
0.44,5000,2200
0.45,5000,2250
0.46,5000,2300
0.47,5000,2350
0.48,5000,2400
0.49,5000,2450
0.5,5000,2500
0.51,5000,2550
0.52,5000,2600
0.53,5000,2650
0.54,5000,2700
0.55,5000,2750
0.56,5000,2800
0.57,5000,2850
0.58,5000,2900
0.59,5000,2950
0.6,5000,3000
0.61,3000,1830
0.62,3000,1860
0.63,3000,1890
0.64,3000,1920
0.65,3000,1950
0.66,3000,1980
0.67,3000,2010
0.68,3000,2040
0.69,3000,2070
0.7,3000,2100
0.71,2000,1420
0.72,2000,1440
0.73,2000,1460
0.74,2000,1480
0.75,2000,1500
0.76,2000,1520
0.77,2000,1540
0.78,2000,1560
0.79,2000,1580
0.8,2000,1600
0.81,2000,1620
0.82,2000,1640
0.83,2000,1660
0.84,2000,1680
0.85,2000,1700
0.86,2000,1720
0.87,2000,1740
0.88,2000,1760
0.89,2000,1780
0.9,2000,1800
0.91,2000,1820
0.92,2000,1840
0.93,2000,1860
0.94,2000,1880
0.95,2000,1900
0.96,2000,1920
0.97,2000,1940
0.98,2000,1960
0.99,2000,1980
1,2000,2000
1.01,2000,2020
1.02,2000,2040
1.03,2000,2060
1.04,2000,2080
1.05,2000,2100
1.06,2000,2120
1.07,2000,2140
1.08,2000,2160
1.09,2000,2180
1.1,2000,2200
1.11,2000,2220
1.12,2000,2240
1.13,2000,2260
1.14,2000,2280
1.15,2000,2300
1.16,2000,2320
1.17,2000,2340
1.18,2000,2360
1.19,2000,2380
1.2,2000,2400
1.21,2000,2420
1.22,2000,2440
1.23,2000,2460
1.24,2000,2480
1.25,2000,2500
1.26,2000,2520
1.27,2000,2540
1.28,2000,2560
1.29,2000,2580
1.3,2000,2600
1.31,2000,2620
1.32,2000,2640
1.33,2000,2660
1.34,2000,2680
1.35,2000,2700
1.36,2000,2720
1.37,2000,2740
1.38,2000,2760
1.39,2000,2780
1.4,2000,2800
1.41,2000,2820
1.42,2000,2840
1.43,2000,2860
1.44,2000,2880
1.45,2000,2900
1.46,2000,2920
1.47,2000,2940
1.48,2000,2960
1.49,2000,2980
1.5,2000,3000
1.51,2000,3020
1.52,2000,3040
1.53,2000,3060
1.54,2000,3080
1.55,2000,3100
1.56,2000,3120
1.57,2000,3140
1.58,2000,3160
1.59,2000,3180
1.6,2000,3200
1.61,1000,1610
1.62,1000,1620
1.63,1000,1630
1.64,1000,1640
1.65,1000,1650
1.66,1000,1660
1.67,1000,1670
1.68,1000,1680
1.69,1000,1690
1.7,1000,1700
1.71,1000,1710
1.72,1000,1720
1.73,1000,1730
1.74,1000,1740
1.75,1000,1750
1.76,1000,1760
1.77,1000,1770
1.78,1000,1780
1.79,1000,1790
1.8,1000,1800
1.81,1000,1810
1.82,1000,1820
1.83,1000,1830
1.84,1000,1840
1.85,1000,1850
1.86,1000,1860
1.87,1000,1870
1.88,1000,1880
1.89,1000,1890
1.9,1000,1900
1.91,1000,1910
1.92,1000,1920
1.93,1000,1930
1.94,1000,1940
1.95,1000,1950
1.96,1000,1960
1.97,1000,1970
1.98,1000,1980
1.99,1000,1990
2,1000,2000
2.01,1000,2010
2.02,1000,2020
2.03,1000,2030
2.04,1000,2040
2.05,1000,2050
2.06,1000,2060
2.07,1000,2070
2.08,1000,2080
2.09,1000,2090
2.1,1000,2100
2.11,1000,2110
2.12,1000,2120
2.13,1000,2130
2.14,1000,2140
2.15,1000,2150
2.16,1000,2160
2.17,1000,2170
2.18,1000,2180
2.19,1000,2190
2.2,1000,2200
2.21,1000,2210
2.22,1000,2220
2.23,1000,2230
2.24,1000,2240
2.25,1000,2250
2.26,1000,2260
2.27,1000,2270
2.28,1000,2280
2.29,1000,2290
2.3,1000,2300
2.31,1000,2310
2.32,1000,2320
2.33,1000,2330
2.34,1000,2340
2.35,1000,2350
2.36,1000,2360
2.37,1000,2370
2.38,1000,2380
2.39,1000,2390
2.4,1000,2400
2.41,1000,2410
2.42,1000,2420
2.43,1000,2430
2.44,1000,2440
2.45,1000,2450
2.46,1000,2460
2.47,1000,2470
2.48,1000,2480
2.49,1000,2490
2.5,1000,2500
2.51,500,1255
2.52,500,1260
2.53,500,1265
2.54,500,1270
2.55,500,1275
2.56,500,1280
2.57,500,1285
2.58,500,1290
2.59,500,1295
2.6,500,1300
2.61,500,1305
2.62,500,1310
2.63,500,1315
2.64,500,1320
2.65,500,1325
2.66,500,1330
2.67,500,1335
2.68,500,1340
2.69,500,1345
2.7,500,1350
2.71,500,1355
2.72,500,1360
2.73,500,1365
2.74,500,1370
2.75,500,1375
2.76,500,1380
2.77,500,1385
2.78,500,1390
2.79,500,1395
2.8,500,1400
2.81,500,1405
2.82,500,1410
2.83,500,1415
2.84,500,1420
2.85,500,1425
2.86,500,1430
2.87,500,1435
2.88,500,1440
2.89,500,1445
2.9,500,1450
2.91,500,1455
2.92,500,1460
2.93,500,1465
2.94,500,1470
2.95,500,1475
2.96,500,1480
2.97,500,1485
2.98,500,1490
2.99,500,1495
3,500,1500
3.01,500,1505
3.02,500,1510
3.03,500,1515
3.04,500,1520
3.05,500,1525
3.06,500,1530
3.07,500,1535
3.08,500,1540
3.09,500,1545
3.1,500,1550
3.11,500,1555
3.12,500,1560
3.13,500,1565
3.14,500,1570
3.15,500,1575
3.16,500,1580
3.17,500,1585
3.18,500,1590
3.19,500,1595
3.2,500,1600
3.21,500,1605
3.22,500,1610
3.23,500,1615
3.24,500,1620
3.25,500,1625
3.26,500,1630
3.27,500,1635
3.28,500,1640
3.29,500,1645
3.3,500,1650
3.31,500,1655
3.32,500,1660
3.33,500,1665
3.34,500,1670
3.35,500,1675
3.36,500,1680
3.37,500,1685
3.38,500,1690
3.39,500,1695
3.4,500,1700
3.41,500,1705
3.42,500,1710
3.43,500,1715
3.44,500,1720
3.45,500,1725
3.46,500,1730
3.47,500,1735
3.48,500,1740
3.49,500,1745
3.5,500,1750
3.51,500,1755
3.52,500,1760
3.53,500,1765
3.54,500,1770
3.55,500,1775
3.56,500,1780
3.57,500,1785
3.58,500,1790
3.59,500,1795
3.6,500,1800
3.61,500,1805
